Name,Team,Sport,num_medals
"Nidzhat Aliyevich Rakhimov",Kazakhstan,Weightlifting,1
"Sultanbai Saburovych "Sultan"" Rakhmanov"","Soviet Union",Weightlifting,1
"Helena Rakoczy (Krzynow-)",Poland,Gymnastics,1
"Gyula Rkosi",Hungary,Football,1
"Glencora Ralph",Australia,"Water Polo",1
"Rajeev Ram","United States-1",Tennis,1
"Edvinas Ramanauskas",Lithuania,Canoeing,1
"Pascal Rambeau",France,Sailing,1
"Ignacio Rambla Algarn",Spain,Equestrianism,1
"John Barnett Rambo","United States",Athletics,1
"Henry Andreas Rambusch",Denmark,Football,1
"Marilyn Ramenofsky","United States",Swimming,1
"Nancy Jane Ramey (-Lethcoe)","United States",Swimming,1
"Ramires Santos do Nascimento",Brazil,Football,1
"Alexei Ramrez Rodrguez",Cuba,Baseball,1
"Carlos Alberto Ramrez Yepes",Colombia,Cycling,1
"Daim D. Ramrez Echevarra",Cuba,Volleyball,1
"Hermes Julin Ramrez Limonta",Cuba,Athletics,1
"Mara Teresa Ramrez Gmez",Mexico,Swimming,1
"Virginia Ramrez Medino",Spain,Hockey,1
"Nils Arvid Ramm",Sweden,Boxing,1
"Tony mile Frdric Ramoin",France,Snowboarding,1
"Soslan Lyudvikovich Ramonov",Russia,Wrestling,1
"Alberto Ramos Sesma",Mexico,Polo,1
"Hiplito Ramos Martnez",Cuba,Boxing,1
"Genovait Ramokien (idagyt-)","Soviet Union",Rowing,1
"Christian Ramota",Germany,Handball,1
"Charles Rampelberg",France,Cycling,1
"Alison Gail Ramsay","Great Britain",Hockey,1
"William Beattie Ramsay",Canada,"Ice Hockey",1
"Daniel Ramseier",Switzerland,Equestrianism,1
"Doris Ramseier",Switzerland,Equestrianism,1
"Hubert Walter Ramsey","Great Britain",Lacrosse,1
"Michael Allen "Mike"" Ramsey"","United States","Ice Hockey",1
"Rudolf Ramseyer",Switzerland,Football,1
"Bent nund Ramsfjell",Norway,Curling,1
"Eigil Ramsfjell",Norway,Curling,1
"Marco Ramstein",Switzerland,Curling,1
"Amarjit Singh Rana",India,Hockey,1
"Mujahid Ali Rana",Pakistan,Hockey,1
"Carlo Luigi Rancati",Italy,Cycling,1
"John Raymond "JR"" Ranch"",Australia,Rowing,1
"Pawe Rafa Rada",Poland,Rowing,1
"Emma Randall (-McDonald)",Australia,Basketball,1
"Martha Irene Randall","United States",Swimming,1
"Leonard "Leo"" Randolph"","United States",Boxing,1
"Henri Rang",Romania,Equestrianism,1
"Kristina Rangelova",Bulgaria,"Rhythmic Gymnastics",1
"Janice Rankin (Watt-)","Great Britain",Curling,1
"Hannu Juhani Rantakari",Finland,Gymnastics,1
"Heli Orvokki Rantanen",Finland,Athletics,1
"Joseph Harry "Joe"" Rantz"","United States",Rowing,1
"Gian Matteo Ranzi",Italy,Wrestling,1
"Sava Ranelovi",Serbia,"Water Polo",1
"Maurice Auguste Raoul-Duval","Bagatelle Polo Club, Paris",Polo,1
"Aristidis Rapanakis",Greece,Sailing,1
"Megan Anna Rapinoe","United States",Football,1
"Anita Rapp (-degrd)",Norway,Football,1
"Raquel Peluci Xavier da Silva",Brazil,Volleyball,1
"Bent Peder Benjamin Rasch",Denmark,Canoeing,1
"Michael G. Rascher",Canada,Rowing,1
"Evelina Raselli",Switzerland,"Ice Hockey",1
"Viktor Ivanovich Rashchupkin","Soviet Union",Athletics,1
"Abdel Aal Ahmed Rashid",Egypt,Wrestling,1
"Mohamed Ali Ahmad Rashwan",Egypt,Judo,1
"Milena Rai",Serbia,Volleyball,1
"Tuukka Mikael Rask",Finland,"Ice Hockey",1
"Yuliya Sergeyevna Raskina",Belarus,"Rhythmic Gymnastics",1
"Alex Nicki Rasmussen",Denmark,Cycling,1
"Andreas Engelbert Rasmussen",Denmark,Hockey,1
"Bjrn Vilhelm Ravn Rasmussen",Denmark,Football,1
"Bodil Steen Rasmussen",Denmark,Rowing,1
"Ejnar Mindedal Rasmussen",Denmark,"Art Competitions",1
"Hans Kjeld Rasmussen",Denmark,Shooting,1
"Hedvig Lrke Berg Rasmussen",Denmark,Rowing,1
"Ole Riber Rasmussen",Denmark,Shooting,1
"Per Henrik Stisen Rasmussen",Denmark,Rowing,1
"Rasmus Rasmussen",Denmark,Gymnastics,1
"Stefan Rasmussen",Denmark,Football,1
"Viktor Kristoffer Rasmussen",Denmark,Gymnastics,1
"Aleksey Petrovich Rastvortsev",Russia,Handball,1
"Paul Ratcliffe","Great Britain",Canoeing,1
"Rajyavardhan Singh Rathore",India,Shooting,1
"Peter Joseph Ratican","Christian Brothers' College-1",Football,1
"Jnos Rtkai",Hungary,Canoeing,1
"Yuliya Ratkevi",Azerbaijan,Wrestling,1
"William Edward "Ed"" Ratleff"","United States",Basketball,1
"George Colin Ratsey",Joy,Sailing,1
"George Ernest Ratsey",Sorais-2,Sailing,1
"Daniel Paul "Dan"" Ratushny"",Canada,"Ice Hockey",1
"Noora Helena Rty",Finland,"Ice Hockey",1
"James Richert "Jamie"" Rauch"","United States",Swimming,1
"Jon Erich Rauch","United States",Baseball,1
"Jukka Matti Rauhala",Finland,Wrestling,1
"Kalervo Juhani Rauhala",Finland,Wrestling,1
"Dirk Rauin","West Germany",Handball,1
"Kaj Tapio Rautavaara",Finland,Athletics,1
"Pietro Rava",Italy,Football,1
"John Joseph "Joe"" Ravannack"","Independent Rowing Club-3",Rowing,1
"Giuseppe Ravano",Italy,Equestrianism,1
"Ravdangiin Davaadalai",Mongolia,Judo,1
"Jrgen Christian Jensen Ravn",Denmark,Gymnastics,1
"Vatemo Ravouvou",Fiji,"Rugby Sevens",1
"Savenaca Rawaca",Fiji,"Rugby Sevens",1
"Alfred "Toby"" Rawlinson"","Foxhunters Hurlingham",Polo,1
"Katherine Louise Rawls (-Thompson, -Green)","United States",Swimming,1
"Ronald Rawson "Ron"" Rawson"","Great Britain",Boxing,1
"Mary Elise Ray","United States",Gymnastics,1
"Joie William Ray","United States",Athletics,1
"Valentin Raychev",Bulgaria,Wrestling,1
"Georgi Petkov Raykov",Bulgaria,Wrestling,1
"Lisa Raymond","United States-1",Tennis,1
"Louis Bosman Raymond","South Africa",Tennis,1
"Peter Harlow "Pete"" Raymond"","United States",Rowing,1
"Alexis Raynaud",France,Shooting,1
"Harold Marvin Rayner","United States",Fencing,1
"Boris Davidovich Razinsky","Soviet Union",Football,1
"Dragoslav Ranatovi",Yugoslavia,Basketball,1
"Ihor Anatoliyovych Razoronov",Ukraine,Weightlifting,1
"Nataliya Nikolayevna Razumova (-Starshova)","Soviet Union",Volleyball,1
"Giuliano Razzoli",Italy,"Alpine Skiing",1
"Dino Raa",Yugoslavia,Basketball,1
"Dino Raa",Croatia,Basketball,1
"Goran Raenovi",Yugoslavia,"Water Polo",1
"Zdravko Raenovi",Yugoslavia,Handball,1
"Cari Read",Canada,"Synchronized Swimming",1
"Jason Read","United States",Rowing,1
"Norman Richard Read","New Zealand",Athletics,1
"Ross Rebagliati",Canada,Snowboarding,1
"Piero Rebaudengo",Italy,Volleyball,1
"Daniel Denis tienne Rbillard",France,Cycling,1
"eljko "Zelly"" Rebraa"","Serbia and Montenegro",Basketball,1
"Lucien Rebuffic",France,Basketball,1
"Esko Tapani Rechardt",Finland,Sailing,1
"Elise Maree Rechichi",Australia,Sailing,1
"Jonas Reckermann",Germany-1,"Beach Volleyball",1
"Rob Reckers",Netherlands,Hockey,1
"Ernst Heinrich Dietrich Reckeweg","Philadelphia Turngemeinde, Philadelphia",Gymnastics,1
"Helmut Recknagel",Germany,"Ski Jumping",1
"John Alcorn "James"" Rector"","United States",Athletics,1
"Lszl Rczi",Hungary,Wrestling,1
"Charles Lambert Redd","United States",Athletics,1
"Michael Wesley Redd","United States",Basketball,1
"Catherine Anne "Cat"" Reddick (-Whitehill)"","United States",Football,1
"Lesley Joanne Reddon",Canada,"Ice Hockey",1
"Heike Redetzky-Henkel (-Meier)",Germany,Athletics,1
"Serge Yvan Arthur Reding (Grard-)",Belgium,Weightlifting,1
"Yevgeny Leonidovich Redkin","Unified Team",Biathlon,1
"Andrs Rdli",Hungary,Fencing,1
"Redep Redepovski",Yugoslavia,Boxing,1
"Jennie Idell Reed (-Madden)","United States",Cycling,1
"Robin Lawrence Reed","United States",Wrestling,1
"Judith Anne "Judy"" Reeder"","United States",Swimming,1
"Paul Edward Reedy",Australia,Rowing,1
"Gerard Simon "Jops"" Reeman"",Netherlands,Football,1
"Percy Montague Rees",England-1,Hockey,1
"Morgan Irwin Reeser","United States",Sailing,1
"Helen Reeves","Great Britain",Canoeing,1
"Emily Regan","United States",Rowing,1
"Andr Regaud",France,Shooting,1
"Giovanni Leone Reggio",Italia,Sailing,1
"Lisa Teresia Regnell (-Lindh)",Sweden,Diving,1
"Krisztina Regczy",Hungary,"Figure Skating",1
"Enrique Regeiferos Blanco",Cuba,Boxing,1
"Berndt-Otto Viktor Olof R. Rehbinder",Sweden,Fencing,1
"Fazalur Rehman",Pakistan,Hockey,1
"Habibur Rehman",Pakistan,Hockey,1
"Latif-ur Rehman",India,Hockey,1
"Latif-ur Rehman",Pakistan,Hockey,1
"Jan ehula","Czech Republic",Triathlon,1
"Josip Rei",Yugoslavia,Rowing,1
"Christian Reich",Switzerland-1,Bobsleigh,1
"Rdiger Reiche","East Germany",Rowing,1
"Franois tienne "Frantz"" Reichel"","Union des Socits Franais de Sports Athletiques",Rugby,1
"Robert Reichel","Czech Republic","Ice Hockey",1
"Rudolf Reichelt","Berliner Ruderverein von 1876-2",Rowing,1
"Rudolf Reichling",Switzerland,Rowing,1
"Tobias Reichmann",Germany,Handball,1
"Alena Reichov (-Zmostn)",Czechoslovakia,Gymnastics,1
"David Terrell Reid","United States",Boxing,1
"Graeme Reid",Australia,Hockey,1
"Graham Leslie Reid",Australia,Hockey,1
"James Reid","Great Britain",Shooting,1
"John Sidney Reid",Comanche,Sailing,1
"Robin David Reid","Great Britain",Boxing,1
"Gaston tienne Ghislaine Reiff",Belgium,Athletics,1
"George Patten "Pat"" Reiffenstein (-Carr)"","Toronto Argonauts",Rowing,1
"Hendrik Reiher","East Germany",Rowing,1
"Hendrik Reiher",Germany,Rowing,1
"Dirkje Johanna "Desi"" Reijers"",Netherlands,Swimming,1
"Tiia-Riitta Johanna Reima",Finland,"Ice Hockey",1
"Daniela Reimer",Germany,Rowing,1
"Egill Reimers","Heira II",Sailing,1
"Andrew Roland Rein","United States",Wrestling,1
"Edy Reinalter",Switzerland,"Alpine Skiing",1
"Franz Reindl","West Germany","Ice Hockey",1
"Sascha Reinelt",Germany,Hockey,1
"Edgar Reinhardt",Germany,Handball,1
"Nicole Reinhardt",Germany,Canoeing,1
"Sybille Reinhardt (Tietze-)","East Germany",Rowing,1
"Wolfgang Reinhardt",Germany,Athletics,1
"Aarne Eemeli Reini",Finland,Wrestling,1
"Lzaro Reinoso Martnez",Cuba,Wrestling,1
"Walter Reisp",Austria,Handball,1
"Mario Reiter",Austria,"Alpine Skiing",1
"Josef "Pepi"" Reiter"",Austria,Judo,1
"Nina Reithmayer",Austria,Luge,1
"Christopher Reitz",Germany,Hockey,1
"Andrey Mikhaylovich Rekechinsky",Russia,"Water Polo",1
"Richard Frederick Remer","United States",Athletics,1
"Keith J. Remfry","Great Britain",Judo,1
"Shannon Colleen Rempel",Canada,"Speed Skating",1
"Ren Hui",China,"Speed Skating",1
"Ren Qian",China,Diving,1
"Ren Ye",China,Hockey,1
"Renan dal Zotto",Brazil,Volleyball,1
"Renan Brito Soares",Brazil,Football,1
"Renato Soares de Oliveira Augusto",Brazil,Football,1
"Albert Romo "Ab"" Renaud"",Canada,"Ice Hockey",1
"ric Renaud",France,Canoeing,1
"Marcel Victor Alcide Renaud",France,Canoeing,1
"Philippe Renaud",France,Canoeing,1
"Sharon Susan Rendle","Great Britain",Judo,1
"Elsa Helene Rendschmidt (-Sander-)",Germany,"Figure Skating",1
"Victor Iosifovich Reneischi",Moldova,Canoeing,1
"Jesse Banard Renick","United States",Basketball,1
"Silke Renk (-Lange)",Germany,Athletics,1
"Karlheinz "Heinz"" Renneberg"",Germany,Rowing,1
"Sara Renner",Canada,"Cross Country Skiing",1
"George Haddow Rennie",Canada,Lacrosse,1
"Rhoda Lilian Rennie (-Wrighton)","South Africa",Swimming,1
"Heidi Maria Renoth (-Kraja)",Germany,Snowboarding,1
"Katharina Rensch (-Schirmer)","East Germany",Gymnastics,1
"Ren Rensch","East Germany",Rowing,1
"George Russell Renwick","Great Britain",Athletics,1
"Robert Peter "Robbie"" Renwick"","Great Britain",Swimming,1
"Attila Repka",Hungary,Wrestling,1
"Sami Matti Repo",Finland,"Cross Country Skiing",1
"Vladimir Georgiyevich Repyev","Soviet Union",Handball,1
"Bla Rerrich",Hungary,Fencing,1
"Stefan Mykhailovych Reshko","Soviet Union",Football,1
"Stuart Reside",Australia,Rowing,1
"Francisco Resiglione",Argentina,Boxing,1
"Hans-Joachim "Jochen"" Reske"",Germany,Athletics,1
"Helen Resor","United States","Ice Hockey",1
"Marie-Claire Restoux",France,Judo,1
"Ximena Restrepo Gaviria",Colombia,Athletics,1
"Helmut Rethemeier","West Germany",Equestrianism,1
"Jen Reti (Rittich-)",Hungary,Gymnastics,1
"Martin Rettl",Austria,Skeleton,1
"Fabienne Reuteler",Switzerland,Snowboarding,1
"Ludvig Casimir Reuterskild",Sweden,Shooting,1
"Odalis Rev Jimnez",Cuba,Judo,1
"Guy John Revell",Canada-1,"Figure Skating",1
"Lucas Martn Rey",Argentina,Hockey,1
"Matas Rey",Argentina,Hockey,1
"Thierry Rey",France,Judo,1
"Amedee Valle Reyburn, Jr.","Missouri Athletic Club-3","Water Polo",1
"Amedee Valle Reyburn, Jr.","Missouri Athletic Club-3",Swimming,1
"Diego Antonio Reyes Rosales",Mexico,Football,1
"Faustino Reyes Lpez",Spain,Boxing,1
"Pedro Antonio Reyes Gonzlez",Chile,Football,1
"Adolphe Reymond",Switzerland,Football,1
"Frank Owen Reynolds","Great Britain",Hockey,1
"Harold Thomas "Harry"" Reynolds"","Great Britain",Cycling,1
"Kevin Reynolds",Canada,"Figure Skating",1
"Kristina Joana Reynolds",Germany,Hockey,1
"Martin Edward Reynolds","Great Britain",Athletics,1
"Peter Askin Reynolds",Australia,Swimming,1
"Ali Reza Rezaei",Iran,Wrestling,1
"Wladimir Reznitschenko","Soviet Union",Fencing,1
"Wladimir Reznitschenko",Germany,Fencing,1
"Anfisa Anatolyevna Reztsova (Romanova-)",Russia,Biathlon,1
"Manon Ann Rhaume (-St. Cyr)",Canada,"Ice Hockey",1
"John Edward Rhodes",Cobweb-1,Sailing,1
"Vitaliy Rhimov",Azerbaijan,Wrestling,1
"Ri Chun-Ok","North Korea",Volleyball,1
"Ri Se-Gwang","North Korea",Gymnastics,1
"Ri Yong-Sam","North Korea",Wrestling,1
"Yuliya Petrivna Riabchynska","Soviet Union",Canoeing,1
"Xavier Ribas Centelles",Spain,Hockey,1
"Ricarda Raquel Barbosa Lima",Brazil,Volleyball,1
"Ricardo Alex Costa Santos",Brazil-2,"Beach Volleyball",1
"Williard Wadsworth Rice","United States","Ice Hockey",1
"Leslie George Rich","United States",Swimming,1
"Michael Rich",Germany,Cycling,1
"Antoine Richard",France,Athletics,1
"Pascal Richard",Switzerland,Cycling,1
"Alma Wilford Richards","United States",Athletics,1
"Edwin William Gryffydd Richards",Wales-4,Hockey,1
"Jonathan "Jo"" Richards"","Great Britain",Sailing,1
"Michael "Mike"" Richards"",Canada,"Ice Hockey",1
"Robert Richards",Australia,Rowing,1
"Samantha Richards",Australia,Basketball,1
"Thomas James "Tom"" Richards"",Australasia,Rugby,1
"Thomas John Henry "Tom"" Richards"","Great Britain",Athletics,1
"Vincent "Vinnie"" Richards"","United States",Tennis,1
"Jonelle Richards-Price","New Zealand",Equestrianism,1
"Alexander Whitmore Colquhoun Richardson","Great Britain-1",Bobsleigh,1
"Herbert Trenchard "Bert"" Richardson"",Canada,Rowing,1
"Guy Colquhoun Richardson","Great Britain",Rowing,1
"Henry Barber Richardson","Boston Archers",Archery,1
"Henry Barber Richardson","United States",Archery,1
"Jackson Mose Richardson",France,Handball,1
"Jason Alexander Richardson","United States",Athletics,1
"Michelle Richardson Armengol (-Ahlers)","United States",Swimming,1
"Nicole Richardson",Australia,Softball,1
"Passion J. Richardson","United States",Athletics,1
"Philip Wigham Richardson","Great Britain",Shooting,1
"Walter Pierce Richardson","United States",Swimming,1
"Jillian Cheryl "Jill"" Richardson-Briscoe"",Canada,Athletics,1
"Nils Olov Richard Richardsson",Sweden,Snowboarding,1
"Karin Richert-Balzer",Germany,Athletics,1
"Karin Richert-Balzer","East Germany",Athletics,1
"Kenneth Alan "Ken"" Richmond"","Great Britain",Wrestling,1
"Detlef Richter","East Germany-2",Bobsleigh,1
"Dirk Richter","East Germany",Swimming,1
"Dirk Richter",Germany,Swimming,1
"Heinz Richter","East Germany",Cycling,1
"Herbert Richter","East Germany",Cycling,1
"Julia Richter",Germany,Rowing,1
"Karl Gustav Bernhardt Richter",Sweden,Shooting,1
"Michael Thomas "Mike"" Richter"","United States","Ice Hockey",1
"Pavel Richter",Czechoslovakia,"Ice Hockey",1
"Simona Marcela Richter",Romania,Judo,1
"Antonius Maria "Ton"" Richter"",Netherlands,Hockey,1
"Klaus W. Richtzenhain",Germany,Athletics,1
"Malle Danica Ricker",Canada,Snowboarding,1
"Gail Susan Ricketson","United States",Rowing,1
"David Edward Joseph Ricketts","Great Britain",Cycling,1
"Kelly Anne Rickon (-Mitchell)","United States",Rowing,1
"Eric Ridder",Llanoria,Sailing,1
"Rolf Lennart Ridderwall",Sweden,"Ice Hockey",1
"Steven Earl "Steve"" Riddick"","United States",Athletics,1
"Michael "Mike"" Riddle"",Canada,"Freestyle Skiing",1
"Charles Riddy","Argonaut Rowing Club",Rowing,1
"Charles Riddy","Toronto Argonauts",Rowing,1
"Alfred Rieck",Germany,Rowing,1
"Dieter Riedel","East Germany",Football,1
"Ernest W. "Ernie"" Riedel"","United States",Canoeing,1
"Petra Riedel","East Germany",Swimming,1
"Johann "Hans"" Riederer"","West Germany",Shooting,1
"Johann "Hans"" Riederer"",Germany,Shooting,1
"Sven Riederer",Switzerland,Triathlon,1
"Hans-Jrgen Riediger","East Germany",Football,1
"Karl-Heinz Riedle","West Germany",Football,1
"Adolf Rieger",Germany,Wrestling,1
"Karl-Hans Riehm","West Germany",Athletics,1
"Klaus Riekemann",Germany,Rowing,1
"Mariya Vitalivna Riemien",Ukraine,Athletics,1
"Oleksandr Hennadiyovych Riezanov","Soviet Union",Handball,1
"Georges Lucien Rigal",France,"Water Polo",1
"Antoine Roger Rigaudeau",France,Basketball,1
"Elisa Rigaudo",Italy,Athletics,1
"Donald Edmond "Don"" Rigazio"","United States","Ice Hockey",1
"John Rigby",Australia,Swimming,1
"David Adamovich Rigert","Soviet Union",Weightlifting,1
"Aileen Muriel Riggin (-Soule)","United States",Swimming,1
"Thomas Cooper Riggs",Emily,Sailing,1
"Walter Riggs",Emily,Sailing,1
"Alessandro "Alex"" Righetti"",Italy,Basketball,1
"Cornelius Erwin Righter","United States",Rugby,1
"Benito Rigoni",Italy-2,Bobsleigh,1
"Severino Rigoni",Italy,Cycling,1
"Charles Jean Rigoulot",France,Weightlifting,1
"Katja Hannele Riipi",Finland,"Ice Hockey",1
"Heikki Aleksi "Ale"" Riipinen"",Finland,Gymnastics,1
"Mait Riisman","Soviet Union","Water Polo",1
"Roderick Falesca Rene Trygvae "Rody"" Rijnders"",Netherlands,Rowing,1
"Ivan Harris Riley","United States",Athletics,1
"John Horn "Jack"" Riley"","United States",Wrestling,1
"Murray Stewart Riley",Australia,Rowing,1
"Ruth Ellen Riley","United States",Basketball,1
"Edward Wiliam "Ed"" Rimkus"","United States-2",Bobsleigh,1
"John Thomas "Jack"" Rimmer"","Great Britain",Athletics,1
"John Thomas "Jack"" Rimmer"","Amateur Athletic Association",Athletics,1
"Bohumila imnov (-etkov)",Czechoslovakia,Gymnastics,1
"Jorgelina Rimoldi Puig",Argentina,Hockey,1
"Anne-Marie Rindom",Denmark,Sailing,1
"Alfred L. Rinesch",Austria,"Art Competitions",1
"Carl August Ringvold, Jr.",Bera,Sailing,1
"Carl August Ringvold, Sr.",Irene,Sailing,1
"Carl August Ringvold, Sr.",Bera,Sailing,1
"Christopher "Chris"" Rinke"",Canada,Wrestling,1
"Hans Rinn","East Germany",Luge,1
"Fanny Rinne",Germany,Hockey,1
"Kimmo Taneli Rintanen",Finland,"Ice Hockey",1
"Richard Nicholson "Dick"" Ripley"","Great Britain",Athletics,1
"Rebecca "Bec"" Rippon"",Australia,"Water Polo",1
"Juan Romn Riquelme",Argentina,Football,1
"Stphane Risacher",France,Basketball,1
"Andr Flix Rischmann","Union des Socits Franais de Sports Athletiques",Rugby,1
"Bruno Risi",Switzerland,Cycling,1
"Rufat Asadovich Riskiyev","Soviet Union",Boxing,1
"Eduardo Gilberto Risso Salaverra",Uruguay,Rowing,1
"Jenny Rissveds",Sweden,Cycling,1
"Kari Antero Ristanen",Finland,"Cross Country Skiing",1
"va Risztov",Hungary,Swimming,1
"Major Josiah George Ritchie","Great Britain-2",Tennis,1
"Dorothy Louise Ritter","United States",Athletics,1
"Saulius Ritter",Lithuania,Rowing,1
"Taylor Ritzel","United States",Rowing,1
"Wilhelm Ritzenhoff",Germany,Tug-Of-War,1
"Oreste Riva",Italy,"Art Competitions",1
"Rodolfo Ricardo Rivademar Bravo",Djinn,Sailing,1
"Victor Borba "Rivaldo"" Ferreira"",Brazil,Football,1
"Lzaro Rivas Scull",Cuba,Wrestling,1
"Romeo Norman Rivers",Canada,"Ice Hockey",1
"Charles James Rivett-Carnac",Heroine,Sailing,1
"Enrico Rivolta",Italy,Football,1
"Hanna Serhivna Rizatdinova",Ukraine,"Rhythmic Gymnastics",1
"Fatuma Roba",Ethiopia,Athletics,1
"Realf Robach",Norway,Gymnastics,1
"Adam Ryszard Robak",Poland,Fencing,1
"Daphne Lilian Evelyn Robb-Hasenjger","South Africa",Athletics,1
"Adelheid "Heidi"" Robbiani (Hauri-)"",Switzerland,Equestrianism,1
"Ulrich Dimitri Robeiri",France,Fencing,1
"Irvin "Bo"" Roberson"","United States",Athletics,1
"Max Robert",France,Bobsleigh,1
"Mlina Robert-Michon",France,Athletics,1
"Roberto Carlos da Silva",Brazil,Football,1
"William "Bill"" Roberts"","Great Britain",Athletics,1
"David Luther "Dave"" Roberts"","United States",Athletics,1
"Gil Roberts","United States",Athletics,1
"James Roberts",Australia,Swimming,1
"Luke Justin Roberts",Australia,Cycling,1
"Susan Elizabeth Roberts","South Africa",Swimming,1
"Tiffany Marie Roberts (-Sahaydak)","United States",Football,1
"Patricia Ann "Trish"" Roberts"","United States",Basketball,1
"Alvin Cyrrale Robertson","United States",Basketball,1
"Bruce D. Robertson",Canada,Rowing,1
"Conrad Christian Robertson","New Zealand",Rowing,1
"David Donaldson Robertson","Great Britain",Golf,1
"Gary David Robertson","New Zealand",Rowing,1
"George Stuart Robertson","Australia/Great Britain",Tennis,1
"Gordon "Gordie"" Robertson"",Canada,"Ice Hockey",1
"Irvine Geale Robertson (-Perley-Robertson)","Toronto Argonauts",Rowing,1
"Leonard David "Lenny"" Robertson"","Great Britain",Rowing,1
"Mark Robertson","Great Britain","Rugby Sevens",1
"Michael "Mike"" Robertson"",Canada,Snowboarding,1
"Nathan James Robertson","Great Britain-1",Badminton,1
"Oscar Palmer Robertson","United States",Basketball,1
"Ronald Frederick "Ronnie"" Robertson"","United States","Figure Skating",1
"Sonia Robertson (Chick-)",Zimbabwe,Hockey,1
"Albert "Al"" Robinson"","United States",Boxing,1
"Anthony John Backhouse Robinson","Great Britain",Hockey,1
"Donald "Donny"" Robinson"","United States",Cycling,1
"Douglas Francis Robinson","Union des Socits Franais de Sports Athletiques",Cricket,1
"Garth Barrington Robinson",Jamaica,Athletics,1
"Robert Lloyd Jackson "Jack"" Robinson"","United States",Basketball,1
"John Yate Robinson",England-1,Hockey,1
"Kelsey Robinson","United States",Volleyball,1
